latitude,longitude,uuid,gattung_botanisch,gattung_deutsch,art_botanisch,art_deutsch,alleebaum,hoehe,stammdurchmesser,stammumfang,kronendurchmesser,baumpatenschaft
54.0576544618009,12.1008810742361,d04f4edf-c22b-481d-8140-f5da1203b9c7,Acer,Ahorn,Acer platanoides,Spitz-Ahorn,0,8.00,,,6.00,0
54.0534633532839,12.0986576275933,9ac13cb1-d6fa-42ae-9374-0300965a97d7,Acer,Ahorn,Acer platanoides,Spitz-Ahorn,0,8.00,,,6.00,0
54.068021298242,12.1235670809088,253aad1a-c704-40fb-8401-7d88f94559d2,Quercus,Eiche,Quercus robur,Stiel-Eiche,0,18.00,35.00,109.96,12.00,0
54.0681640395699,12.1137940990202,d7a4e358-8634-4497-988e-d2e51487d1cb,Acer,Ahorn,Acer saccharum,Zucker-Ahorn,0,20.00,50.93,160.00,9.20,0
54.0669127479027,12.1171714444506,aa50bcd3-125c-43d5-9859-9afa368c73e0,Quercus,Eiche,Quercus rubra,Amerikanische Roteiche,1,9.00,31.83,100.00,10.00,0
54.111396633352,12.1479385524797,e2d7ab85-8572-4168-abe6-c02b41a5e0a1,Gruppenbäume,Gruppenbäume,Fichten-Kiefer-Mischbestand,Fichten-Kiefer-Mischbestand,0,20.00,51.00,160.22,13.00,0
54.1306143530568,12.0519727784739,9a309ec8-f6a0-467e-b135-1a2d3a453381,Gruppenbäume,Gruppenbäume,Windschutz Laub-Mischbestand,Windschutz Laub-Mischbestand,0,,,,,0
54.06668151957,12.110640054871,d4fe8876-2634-4b13-b067-e45fafaa8f1e,Gruppenbäume,Gruppenbäume,Ahorn-Laub-Mischbestand,Ahorn-Laub-Mischbestand,0,,25.00,78.54,,0
54.1558451519659,12.0798523028504,7347e739-07fd-446e-b60b-ccd687a7c08f,Tilia,Linde,Tilia cordata,Winter-Linde,1,7.00,12.00,37.70,3.00,0
54.1335312862914,12.0541645702089,464d8168-41dd-49cc-a8cd-0d1bcb61c793,Tilia,Linde,Tilia platyphyllos,Sommer-Linde,1,8.00,26.00,81.68,7.00,0
54.0896672439434,12.1045951210298,4b1974a7-a680-4054-a105-a6761c75dd2b,Tilia,Linde,Tilia cordata „Greenspire“,Winter-Linde „Greenspire“,0,5.00,6.37,20.00,1.00,0
54.0772861530083,12.1894745633506,6a3c752f-a3fe-4a72-a03d-cd3a1aaa70b5,Acer,Ahorn,Acer pseudoplatanus,Berg-Ahorn,0,11.00,44.56,140.00,12.00,0
54.1319498673494,12.0702096730527,85e84c8e-02c6-4683-98a1-4838ff0b52c8,Quercus,Eiche,Quercus species,Eiche,0,3.00,13.00,40.84,1.00,0
54.0781840747102,12.1331788806047,7da2983c-dd97-4704-8be7-99f01bc2511e,Tilia,Linde,Tilia cordata „Greenspire“,Winter-Linde „Greenspire“,0,6.00,12.00,37.70,3.00,0
54.0578355017593,12.1009812607016,abe0eff9-7840-4722-a87e-3c9d67c79791,Acer,Ahorn,Acer pseudoplatanus,Berg-Ahorn,0,7.00,20.00,62.83,3.00,0
54.0760162343463,12.0862929725596,666059b7-c27a-4691-b15c-5f991adb993d,Acer,Ahorn,Acer species,Ahorn,0,18.00,35.01,110.00,8.00,0
54.0901107426762,12.1049741010872,7e404a9c-de4f-4e33-978f-b8ff2529c45d,Tilia,Linde,Tilia cordata „Greenspire“,Winter-Linde „Greenspire“,0,5.00,6.37,20.00,1.00,0
54.0923639276222,12.1525193249897,68c75583-a86c-46b4-beab-2135ad835a57,Betula,Birke,Betula species,Birke,0,11.00,15.00,47.12,3.50,0
54.0829128437952,12.1389563613915,72e8271c-c418-4e13-88bb-65f8d6f7e9ff,Tilia,Linde,Tilia platyphyllos,Sommer-Linde,1,21.00,90.00,282.74,12.00,0
54.0759753516976,12.1401771845975,0c5a1137-dcd4-4fcf-8c15-8f2f2d9d9df9,Sorbus,Mehlbeere,Sorbus aria,Mehlbeere,0,5.00,8.00,25.13,1.70,0
54.0940081997764,12.1149240507244,578a92e9-4736-4539-90ae-4ea8d3691e2d,Acer,Ahorn,Acer platanoides,Spitz-Ahorn,0,7.00,26.00,81.68,5.00,0
54.1223588137168,12.0614323323059,63a097d6-72e1-4c17-9301-447c3dc2e26f,Acer,Ahorn,Acer platanoides,Spitz-Ahorn,0,6.00,18.14,57.00,5.00,0
54.0864597193016,12.1353119329336,917b7648-ecf3-4a31-b6b3-cdf8488d1b45,Quercus,Eiche,Quercus robur,Stiel-Eiche,0,22.00,42.00,131.95,8.00,0
54.071586953928,12.1755756516331,d42a2856-303a-499a-97bf-595e08e52845,Gruppenbäume,Gruppenbäume,Fichten-Kiefer-Mischbestand,Fichten-Kiefer-Mischbestand,0,21.00,96.00,301.59,16.00,0
54.0928459176166,12.1197442927388,80e10479-e63b-4632-a7b8-29d60f369b23,Tilia,Linde,Tilia cordata,Winter-Linde,1,5.50,8.00,25.13,1.50,0
54.1557419727512,12.0804950079807,dbd9f2a3-ad7d-43b6-be8b-bddcd4528d89,Acer,Ahorn,Acer ginnala,Feuer-Ahorn,0,8.00,20.00,62.83,4.00,0
54.1765229426309,12.0547857648281,2d14784a-e489-476d-ae12-c9b909962a28,Alnus,Erle,Alnus glutinosa,Schwarz-Erle,0,12.00,20.05,63.00,3.00,0
54.1765198349803,12.0543097790588,224673ab-e622-4e8b-9f48-2719b65c568a,Quercus,Eiche,Quercus robur,Stiel-Eiche,0,12.00,31.83,100.00,6.00,0
54.0918236243732,12.1275044217167,16d6cbe2-dac6-4943-935f-334880099d82,Tilia,Linde,Tilia cordata „Greenspire“,Winter-Linde „Greenspire“,0,16.00,15.92,50.00,8.00,0
54.1262571407086,12.051750846527,bc91e97c-28f5-47b8-83cf-3e9baaf259b5,Fraxinus,Esche,Fraxinus species,Esche,0,,60.00,188.50,,0
54.147924031744,12.0821830626637,25ae1076-cb18-4e5d-ba14-0dc857e19e4d,Tilia,Linde,Tilia cordata „Greenspire“,Winter-Linde „Greenspire“,1,8.00,14.00,43.98,4.00,0
54.147306484979,12.0734089533058,4693d7d1-2ac7-4f1b-891c-ccc476330d94,Salix,Weide,Salix species,Weide,0,7.00,28.00,87.96,7.00,0
54.1212834042713,12.0786859393914,169b3dc2-5abd-4642-b566-998a11ac0f65,Betula,Birke,Betula species,Birke,0,,,,,0
54.0822055322434,12.1060353662834,18b5b607-d79b-429e-a3f6-5f32c829fa1d,Pinus,Kiefer,Pinus species,Kiefer,0,25.00,74.00,232.48,13.00,0
54.0897105683087,12.1413170445498,0aa7f891-c0ab-4eba-b7d3-54e7fc234450,Prunus,Kirsche,Prunus species,Kirsche,0,11.00,35.00,109.96,5.00,0
54.1447949688536,12.1759009652854,6ac191df-4d33-4e77-8fc5-1526c248e6d0,Acer,Ahorn,Acer species,Ahorn,0,8.00,40.00,125.66,4.50,0
54.1176989202188,12.1468760669526,35780077-5088-44b5-8ba8-1907d37e11ce,Tilia,Linde,Tilia cordata,Winter-Linde,1,8.00,30.00,94.25,7.00,0
54.1060601381669,12.0684224228756,12609cf5-6168-4641-99af-939167e83128,Salix,Weide,Salix alba,Silber-Weide,0,22.00,56.98,179.00,16.00,0
54.0910243359101,12.1485211167735,24a6098e-e58e-4946-bfb9-c96719c91a0c,Tilia,Linde,Tilia species,Linde,0,6.00,12.00,37.70,4.50,0
54.0862378781838,12.1275437383542,0b6acb8f-6885-4aed-9ee4-19e9835c77f6,Acer,Ahorn,Acer species,Ahorn,0,,,,,0
54.066200000403,12.0948364200067,a6489915-8304-42ab-a14b-abbc08135ce2,Salix,Weide,Salix species,Weide/Kopfbaum,0,,,,,0
54.0694516352804,12.0892599324586,9e645cbc-701e-4856-b368-d021a5bb8c62,Fraxinus,Esche,Fraxinus excelsior,Gemeine Esche,0,20.00,48.00,150.80,13.00,0
54.108133496593,12.1703515337873,6ed902ec-45fd-4f46-9480-21088166dc39,Tilia,Linde,Tilia platyphyllos,Sommer-Linde,0,8.00,20.00,62.83,4.00,0
54.0751226567793,12.1714448794502,f3a63a88-2810-4bd0-bb60-56b47beafd81,Acer,Ahorn,Acer pseudoplatanus „Bruchem“,Berg-Ahorn „Bruchem“,1,,,,,0
54.0746100863056,12.1730044241899,ea133619-b5ab-4078-a57c-31b245654a99,Acer,Ahorn,Acer pseudoplatanus „Bruchem“,Berg-Ahorn „Bruchem“,1,,,,,0
54.0585919600043,12.0976805461621,dc65c43b-6bb4-447a-9a00-50c76ecd49c9,Malus,Zierapfel,Malus domestica „Resi“,Apfel „Resi“,0,5.00,6.00,18.85,1.20,0
54.0712004107434,12.0936163957947,db4495b2-e7b7-4b09-b2e2-bc9cba504152,Betula,Birke,Betula pendula,Sand-Birke,0,27.00,57.00,179.07,8.00,0
54.0951046316996,12.1863595511221,8d79f181-fb87-4731-a240-06f4b6fa8409,Prunus,Kirsche,Prunus padus,Trauben-Kirsche,1,6.00,9.55,30.00,2.20,0
54.0634445451324,12.0906336751236,6101e7ea-d326-4a74-bda4-4d995da87bc4,Tilia,Linde,Tilia cordata,Winter-Linde,0,6.00,15.00,47.12,4.00,0
54.1764265173611,12.0546887054934,14ab62d6-068a-4e08-9816-2bb95c94774d,Alnus,Erle,Alnus glutinosa,Schwarz-Erle,0,13.00,23.55,74.00,5.00,0
54.0531665727253,12.08761783943,3f96e29f-acea-4e4d-baac-c92ed5e92c46,Populus,Pappel,Populus species,Pappel,0,18.00,35.00,109.96,7.00,0
54.1530670528145,12.0870947863619,aafaf149-bf67-4f93-87e8-f1c932d771b0,Betula,Birke,Betula pendula,Sand-Birke,0,13.00,30.00,94.25,5.00,0
54.0531356794437,12.0875859858545,5ceb4767-128d-424c-9baf-aba87b7fe631,Betula,Birke,Betula pendula,Sand-Birke,0,18.00,40.00,125.66,6.00,0
54.076013511004,12.1014441042923,f896f7e4-3026-4b74-b493-4ad2c9b02052,Acer,Ahorn,Acer platanoides,Spitz-Ahorn,0,10.00,16.00,50.27,5.00,0
54.1098967492622,12.1542556645916,ecc340b4-064c-449a-ab31-051d74b430b2,Acer,Ahorn,Acer platanoides,Spitz-Ahorn,1,9.00,31.00,97.39,4.00,0
54.1118392111342,12.1513654636631,6cec73a7-0fd6-466e-837e-43a8284e52ba,Betula,Birke,Betula pendula,Sand-Birke,0,7.00,25.00,78.54,6.00,0
54.0848427986961,12.1437381227644,d64ef9c4-aff4-4dbd-8c83-bba3446038de,Tilia,Linde,Tilia cordata „Greenspire“,Winter-Linde „Greenspire“,0,,,,5.00,0
54.0662614752719,12.1268497251911,16bb2e9c-86e7-4dad-a27c-aed4cafaf45d,Tilia,Linde,Tilia cordata,Winter-Linde,1,10.00,52.00,163.36,8.50,0
54.1384280226141,12.0682616536787,15c49987-35bf-4b66-ae57-492a73cdbcf6,Populus,Pappel,Populus species,Pappel,0,,,,,0
54.1368604280218,12.0755438846794,c0ed20d6-2a41-402f-b8cd-71d904d9360a,Aesculus,Kastanie,Aesculus species,Rosskastanie,0,,,,,0
54.0715343660504,12.1810479102838,779ebd92-a93d-45eb-a4aa-5e98082c8b6b,Tilia,Linde,Tilia cordata,Winter-Linde,1,7.00,14.00,43.98,4.00,0
54.0757920312785,12.1406237065539,ad4dd84a-850b-477c-8e0d-1c5e8acfa090,Tilia,Linde,Tilia tomentosa „Brabant“,Silber-Linde „Brabant“,0,6.00,13.00,40.84,1.60,0
54.0927597687343,12.1140303964342,ad2093e2-fa3f-49fa-822a-c9cfa8dc5d7d,Malus,Zierapfel,Malus domestica „Schöner von Boskoop“,Apfel „Schöner von Boskoop“,0,5.00,5.73,18.00,1.00,0
54.1039548982296,12.130358623549,d7048655-6ef5-47b3-bc4d-5e441585d99e,Malus,Zierapfel,Malus species,Apfel,0,,,,,0
54.0611954393778,12.1039587456957,f81ff37e-57ae-4a20-9f04-2267264c20df,Salix,Weide,Salix alba „Tristis“,Trauer-Weide „Tristis“,0,8.50,31.00,97.39,9.00,0
54.1385576593038,12.06915124405,f71c9a24-8abf-4ebd-9d3c-69754bce0a4f,Populus,Pappel,Populus species,Pappel,0,,,,,0
54.1098128134589,12.1234415878843,8246546f-ac28-421b-be6d-698e09cb2518,Betula,Birke,Betula pendula,Sand-Birke,0,,,,,0
54.1131653649382,12.0639036157903,fef8622b-4624-4790-a918-530421d3fba0,Tilia,Linde,Tilia species,Linde,0,,,,,0
54.0763313148221,12.1410465242324,e4472e6a-eb6f-4316-bb01-563f2ce5cc9d,Tilia,Linde,Tilia tomentosa „Brabant“,Silber-Linde „Brabant“,0,6.00,11.00,34.56,1.80,0
54.056813709523,12.1002716344223,286ef76d-aee8-4881-99ee-58c52b6edd52,Acer,Ahorn,Acer platanoides,Spitz-Ahorn,0,8.00,,,6.00,0
54.0945954176852,12.1576551987505,c3b3f278-2ef2-491f-a5e7-d2f4f605f66d,Tilia,Linde,Tilia cordata „Greenspire“,Winter-Linde „Greenspire“,0,7.50,17.00,53.41,3.00,0
54.1532321321945,12.0763776292263,e89b3e0b-19e9-434d-a79b-cbbf08a02468,Tilia,Linde,Tilia platyphyllos,Sommer-Linde,1,9.00,25.00,78.54,8.00,0
54.1458798865575,12.0703748698978,24f3179b-011f-444d-b61b-b092ccd8958a,Tilia,Linde,Tilia platyphyllos,Sommer-Linde,1,7.00,28.00,87.96,6.00,0
54.1509996790273,12.0785990810639,2e922791-3cd8-4f05-a47c-7edd6c3456e4,Tilia,Linde,Tilia platyphyllos,Sommer-Linde,1,8.00,23.00,72.26,5.00,0
54.0556763639214,12.0993783379439,2a70a1e8-9ff5-48fc-9795-4ea3eb652e49,Acer,Ahorn,Acer platanoides,Spitz-Ahorn,0,8.00,,,6.00,0
54.1498145039881,12.0819029740022,2af169af-b26f-479b-bbbc-8ac42f961250,Tilia,Linde,Tilia cordata,Winter-Linde,1,7.00,15.00,47.12,4.00,0
54.1768710168749,12.0607003846605,61614288-0a20-4c46-98af-b0140e0fcca0,Acer,Ahorn,Acer pseudoplatanus,Berg-Ahorn,0,14.00,18.14,57.00,6.00,0
54.0714076850362,12.1672215368829,6fe5b697-e873-41b3-b5be-cd35b30b9b13,Fraxinus,Esche,Fraxinus excelsior,Gemeine Esche,0,6.50,17.00,53.41,4.00,0
54.1387187268668,12.0675232690282,c0cfeca8-b227-4111-b5d9-7aaacd9971e4,Quercus,Eiche,Quercus robur,Stiel-Eiche,0,,,,,0
54.1452558057571,12.0809878554998,fc2e257c-28e9-4d98-afc3-0f014f2dea6f,Tilia,Linde,Tilia cordata,Winter-Linde,1,8.00,20.00,62.83,5.00,0
54.1344120030802,12.0693121103085,e11a8093-5a10-4994-9937-c063f23d92a2,Acer,Ahorn,Acer platanoides,Spitz-Ahorn,0,6.00,19.74,62.00,5.50,0
54.1767964997013,12.0587948585136,38b459ea-4cc3-47eb-baaf-33690ac4131c,Pinus,Kiefer,Pinus nigra,Schwarz-Kiefer,0,16.00,39.15,123.00,5.00,0
54.1397452868993,12.0734316786605,7eccb405-88b0-427f-a059-1cc2b6476e37,Sophora,Schnurbaum,Sophora japonica,Schnurbaum,0,8.00,14.32,45.00,4.50,0
54.0821420469614,12.1740912825465,8ae9d934-1ae1-4bb4-8ba9-0708ff27a74f,Acer,Ahorn,Acer species,Ahorn,0,24.00,26.10,82.00,4.00,0
54.0822395156015,12.1751627117594,772025de-ba52-429d-a27c-e2888e103f51,Fagus,Buche,Fagus species,Buche,0,21.50,48.06,151.00,7.00,0
54.1496167259587,12.0792660107269,101e8bab-0aa6-416d-9f2f-8835e6a33429,Quercus,Eiche,Quercus species,Eiche,0,7.00,13.00,40.84,5.00,0
54.0669848579401,12.1104947789321,1c1f02b8-c46f-4061-9dc3-894319cf05c3,Pinus,Kiefer,Pinus nigra,Schwarz-Kiefer,0,15.00,23.87,75.00,5.00,0
54.0862492947354,12.1293351642089,c661eac2-5d13-4427-b4c5-c35146a348eb,Tilia,Linde,Tilia species,Linde,0,,,,,0
54.1482950238817,12.060387475148,215dd027-bb42-40e6-a7aa-efed200aeba3,Tilia,Linde,Tilia cordata,Winter-Linde,0,11.00,27.00,84.82,7.00,0
54.0804021102104,12.071473695273,cf2838ce-d115-4cbc-921d-0dec085722fe,Quercus,Eiche,Quercus robur,Stiel-Eiche,0,14.00,40.00,125.66,10.00,0
54.1446052103502,12.0750507001336,f266eb74-01cd-44c6-9143-dc22ffef827f,Tilia,Linde,Tilia platyphyllos,Sommer-Linde,1,5.50,12.73,40.00,4.00,0
54.0901500689764,12.1362204599066,a643ae38-285f-499c-a9a4-0e6076bb0b78,Acer,Ahorn,Acer platanoides,Spitz-Ahorn,0,11.00,54.43,171.00,14.00,0
54.085461566714,12.1179415030875,9d433510-413e-4618-9115-0c7a533ebdc4,Tilia,Linde,Tilia cordata,Winter-Linde,0,9.00,25.46,80.00,5.00,0
54.1034815637753,12.1443206557957,d4656e4b-56b2-42bb-af6f-1ff858a6cd39,Tilia,Linde,Tilia cordata,Winter-Linde,1,5.50,12.73,40.00,3.00,0
54.0882989843498,12.1492258315867,6a6338eb-7779-4d81-b1ae-72df81801d13,Sorbus,Mehlbeere,Sorbus intermedia „Brouwers“,Schwedischen Mehlbeere „Brouwers“,0,7.50,12.00,37.70,2.00,0
54.1081763582133,12.1481921372226,9b65381b-7156-4702-b8e6-5d8447e129e4,Betula,Birke,Betula pendula,Sand-Birke,0,20.00,68.75,216.00,12.00,0
54.118499389619,12.1043030500546,e7a48e69-791a-4054-bdd1-5ad93e48f1f3,Cercis,Judasbaum,Cercis siliquastrum,Gemeiner Judasbaum,0,5.00,5.73,18.00,1.00,0
54.0606699102524,12.1043849220372,ddcdff4a-60f5-4ddc-9344-8f59a857295f,Fraxinus,Esche,Fraxinus excelsior,Gemeine Esche,0,14.00,39.15,123.00,10.70,0
54.1022665375367,12.0918603266759,f4c93128-4d0e-4be7-becf-046fd7e4114c,Fraxinus,Esche,Fraxinus excelsior,Gemeine Esche,0,18.00,50.29,158.00,10.00,0
54.0818217001815,12.145713021696,81016922-be02-431d-8def-743e4a36ffd4,Tilia,Linde,Tilia cordata,Winter-Linde,0,5.00,20.00,62.83,2.50,0
54.1681878102774,12.1962964937012,5924705e-56a4-43aa-b948-3446a16410d7,Acer,Ahorn,Acer campestre,Feld-Ahorn,0,10.00,33.74,106.00,6.00,0
54.0843076310273,12.1213083557452,14cd05a6-0d81-437e-bab4-85a8ae8b12c6,Tilia,Linde,Tilia species,Linde,0,23.00,46.00,144.51,12.00,0
54.0986522139468,12.1737279062706,3302200f-70cf-41b0-afa7-51d06a20b40c,Betula,Birke,Betula pendula,Sand-Birke,0,9.00,24.00,75.40,6.00,0
54.1774216058521,12.0821841984924,7f454b25-cde4-4a17-a0e5-fbd531b09a32,Tilia,Linde,Tilia platyphyllos,Sommer-Linde,1,6.00,5.73,18.00,1.00,0
54.1527295501083,12.0809672659239,1dcb358d-072c-460d-9c64-25f71010953f,Tilia,Linde,Tilia cordata „Greenspire“,Winter-Linde „Greenspire“,1,8.00,15.00,47.12,4.00,0
54.0817046966516,12.0886773074528,1b1a10ab-ea19-4c8e-a87a-2806a66d11bb,Pinus,Kiefer,Pinus sylvestris,Gemeine Kiefer,0,27.00,60.48,190.00,12.00,0
54.1076035996178,12.1366747795001,43d1b33b-49cc-4915-a5c8-5901295566c0,Tilia,Linde,Tilia cordata,Winter-Linde,0,10.00,20.00,62.83,6.00,0
54.0859899414648,12.1368870240036,8e418088-582b-404f-b7cb-3fcba741765a,Taxus,Eibe,Taxus species,Eibe,0,6.00,25.00,78.54,5.00,0
54.1046155354846,12.1330181667692,b1f528d6-88bd-43b0-b43c-bd6d9349adb3,Malus,Zierapfel,Malus species,Apfel,0,,,,,0
54.1121526311553,12.1541980639355,fd8a7028-b10c-47e1-b11d-2a5073ce1ec0,Species,Unbestimmt,Verschiedene oder Baumart unbekannt,Verschiedene oder Baumart unbekannt,0,,,,,0
54.0844922316161,12.1102038120174,0898f1b4-ac02-45a0-a1a3-5a527ece6e42,Prunus,Kirsche,Prunus serrulata,Japanische Blüten-Kirsche,0,8.00,24.00,75.40,7.00,0
54.0899725263431,12.147038607314,e5ae580f-efc2-4825-a0fe-9d8e825ae2b8,Tilia,Linde,Tilia tomentosa „Brabant“,Silber-Linde „Brabant“,0,6.50,26.00,81.68,6.00,0
54.0739781981579,12.1391036963331,1e450edf-22ba-493b-9211-6354f13b0dc0,Crataegus,Weißdorn,Crataegus laevigata „Paul’s Scarlet“,Rotdorn „Paul’s Scarlet“,0,4.00,6.05,19.00,1.40,0
54.1397388133405,12.0684205779452,a4c6da66-efd2-43d4-8739-741b9f0363b4,Quercus,Eiche,Quercus species,Eiche,0,11.00,36.00,113.10,7.00,0
54.1439791658905,12.0764166760826,bab7c194-9086-4b44-ac63-17692c057e19,Fraxinus,Esche,Fraxinus species,Esche,0,,,,,0
54.1809065901018,12.0797019646279,fdb7bb05-7267-429d-b5b4-8e54158e0b88,Tilia,Linde,Tilia oliveri,Olivers Linde,0,,,,,0
54.0636798020797,12.117700666475,ecf85772-093c-40a9-b885-820243baff3d,Sorbus,Mehlbeere,Sorbus intermedia,Schwedische Mehlbeere,0,6.00,6.37,20.00,0.50,0
54.067999169999,12.1125405155601,d9ac22a9-5676-413b-a499-1cf5b6fe9787,Gruppenbäume,Gruppenbäume,Bruchwald Erle Mischbestand,Bruchwald Erle Mischbestand,0,13.00,25.00,78.54,4.00,0
54.1769389346486,12.075982939018,bbe91902-cb5d-4f4b-8931-03874e4be750,Ilex,Stechpalme,Ilex aquifolium,Europäische Stechpalme,0,2.50,,,1.00,0
54.1305876617796,12.1248574215544,46645db1-e704-4908-aa3d-91b4ecefab1a,Salix,Weide,Salix species,Weide,0,10.00,33.42,105.00,3.80,0
54.0841077227341,12.1063855453578,374cfc66-e531-437b-8fc6-def293a2c7c9,Prunus,Kirsche,Prunus cerasifera,Kirsch-Pflaume,0,5.00,20.00,62.83,3.00,0
54.1520912788172,12.0748394686173,e7d6c8ef-e7a4-48fa-9062-8f1bf9bc9340,Salix,Weide,Salix fragilis,Bruch-Weide,0,6.00,24.00,75.40,5.00,0
54.1238601190001,12.0428110673715,9701d041-e07a-49f8-b3d5-a172abfa2935,Acer,Ahorn,Acer species,Ahorn,0,12.00,30.56,96.00,7.00,0
54.0891105587566,12.1117757751793,0e5a0ab0-5de1-4b44-8c11-fbf55fde79ce,Robinia,Scheinakazie,Robinia pseudoacacia „Nyirsegi“,Robinie „Nyirsegi“,0,9.00,13.37,42.00,5.00,0
54.1394193688235,12.0501722242822,3840f12a-6201-4c82-a4a3-32e21a1b1784,Quercus,Eiche,Quercus robur,Stiel-Eiche,0,5.00,5.73,18.00,1.00,0
54.165307245492,12.0414583565112,a7986099-1831-47db-92bc-99420bdc1967,Tilia,Linde,Tilia cordata,Winter-Linde,0,8.00,19.00,59.69,4.50,0
54.0814979341821,12.1471612252713,78e3ccbc-c839-4e22-85cd-1b38b4db143a,Tilia,Linde,Tilia cordata,Winter-Linde,0,5.00,20.00,62.83,2.50,0
54.0980020941146,12.131472641626,9183ed76-6438-474a-b85c-d8e6c02e5076,Prunus,Kirsche,Prunus padus,Trauben-Kirsche,0,14.00,38.52,121.00,10.00,0
54.0907820723499,12.1163092580014,89ca4b3f-0a31-44a2-98f4-fb87b2cba61a,Sophora,Schnurbaum,Sophora japonica,Schnurbaum,1,10.00,36.92,116.00,12.00,0
54.161107301249,12.077554590454,d4777868-4a48-468e-b752-8660f070c193,Populus,Pappel,Populus nigra „Italica“,Pyramiden-Pappel „Italica“,0,23.00,48.00,150.80,3.00,0
54.0782656202396,12.1384280642844,1d142e1c-0be8-48aa-99ee-5f88f680d2b8,Acer,Ahorn,Acer campestre,Feld-Ahorn,1,7.00,22.28,70.00,7.50,0
54.1216177039221,12.1684894415739,46a29dcb-be07-403d-962b-01015d2b81a9,Betula,Birke,Betula pendula,Sand-Birke,1,13.00,27.69,87.00,7.00,0
54.0910867283319,12.1857618754573,2550aa5e-cb6f-4b33-af3d-0f79e5c79b94,Acer,Ahorn,Acer pseudoplatanus,Berg-Ahorn,0,18.00,18.00,56.55,12.00,0
54.0678302271349,12.0761165334538,c19a5b30-6320-4948-8736-b57b98bfaa73,Betula,Birke,Betula pendula,Sand-Birke,0,18.00,40.00,125.66,5.00,0
54.1168536935671,12.1013628037754,7cbe4e7b-7370-469e-9d33-67b0e02b933d,Picea,Fichte,Picea species,Fichte,0,12.00,32.00,100.53,4.00,0
54.1398216938927,12.057817605296,fe166842-6853-4523-bae9-2e1bf8fa4680,Gruppenbäume,Gruppenbäume,Ahornbestand,Ahornbestand,0,,15.00,47.12,,0
54.0831037339776,12.080071300779,2d3d3de8-b99c-4354-b990-c0be9808de45,Fagus,Buche,Fagus sylvatica,Rotbuche,0,19.00,98.68,310.00,12.00,0
54.1691807692842,12.0734904547934,94fc5678-799a-4b4f-899c-0a50eb4761d3,Quercus,Eiche,Quercus robur,Stiel-Eiche,0,10.00,39.00,122.52,6.00,0
54.0815790765161,12.0776113897459,5d1c1077-28a1-4468-94ef-a533050b2fc2,Fagus,Buche,Fagus species,Buche,0,33.00,81.00,254.47,16.00,0
54.1378132991374,12.0743443418728,49a335b4-13b3-4827-a4cf-db415daa28d7,Quercus,Eiche,Quercus robur,Stiel-Eiche,0,,,,,0
54.1356262209482,12.0780282480516,5323f5bf-90cc-4c35-bd54-cee219f2629c,Acer,Ahorn,Acer campestre,Feld-Ahorn,0,,,,,0
54.1400554000043,12.0709896768852,4b0117de-60f0-4648-9d0a-dde9b5cf8629,Salix,Weide,Salix species,Weide,0,,,,,0
54.0750156984389,12.1194495629848,9603e972-ee66-47e0-83bf-b3175b18b645,Tilia,Linde,Tilia cordata,Winter-Linde,0,12.00,30.00,94.25,6.00,0
54.1157474698051,12.1421690597247,3ff4b87b-0c55-4c9e-b78e-b00f716f1384,Betula,Birke,Betula pendula,Sand-Birke,0,4.00,5.00,15.71,3.00,0
54.0768501955291,12.1008825762924,f9efe026-319f-426f-a76e-cf682fd4b4bf,Prunus,Kirsche,Prunus padus,Trauben-Kirsche,0,5.50,7.00,21.99,1.20,0
54.1370374617723,12.0762797100924,fb302475-3a05-4627-a1ee-5ddea014059d,Quercus,Eiche,Quercus robur,Stiel-Eiche,0,4.00,6.37,20.00,1.00,0
54.0617267184853,12.1227590175021,4d24a50f-9683-471f-b614-666e4b67b492,Betula,Birke,Betula pendula,Sand-Birke,0,,,,,0
54.0622034650608,12.1251536619041,988fb092-8468-4c01-ba8c-5d5d6650bf51,Alnus,Erle,Alnus glutinosa,Schwarz-Erle,0,11.00,28.00,87.96,11.00,0
54.0857109126394,12.1367200549404,b9fe3e64-9311-4cdb-b637-1a33c31f0b4a,Acer,Ahorn,Acer pseudoplatanus,Berg-Ahorn,0,20.00,39.47,124.00,17.00,0
54.1295087741458,12.0557652708114,2a8d684f-86be-401b-b594-cb5bb304b817,Populus,Pappel,Populus species,Pappel,0,,80.00,251.33,,0
54.1564103574189,12.0617994909957,fb81dddf-d639-4876-9a7f-37fa4f485979,Tilia,Linde,Tilia cordata,Winter-Linde,0,7.00,20.00,62.83,5.00,0
54.092955618495,12.1604275427655,8a0d4b74-3e6b-409d-a9bf-027bae620f14,Carpinus,Hain-/Weißbuche,Carpinus betulus,Gemeine Hainbuche,0,13.00,36.00,113.10,5.00,0
54.1391137051723,12.0574083002888,63dca1ac-bb64-4d1e-a63d-4303b0c72a8e,Acer,Ahorn,Acer platanoides,Spitz-Ahorn,0,8.00,22.00,69.12,5.00,0
54.1338967128465,12.059953477604,284bf9a3-c433-47e0-99e0-4c9b256d3a90,Tilia,Linde,Tilia platyphyllos,Sommer-Linde,0,7.00,18.00,56.55,4.00,0
54.060225422934,12.1125070028972,0ebe5c1f-d764-4d5a-b536-fbe16e1c164c,Acer,Ahorn,Acer platanoides,Spitz-Ahorn,0,6.00,12.00,37.70,4.00,0
